PNA ID	Chromosome ID	Alignment Strand	Alignment Start	Feature Start	Alignment to STC	Feature Info
thrL_10	NC_000913.3	+	189	190	0	ID=cds0;Parent=gene0;Dbxref=ASAP:ABE-0000006,UniProtKB/Swiss-Prot:P0AD86,Genbank:NP_414542.1,EcoGene:EG11277,GeneID:944742;Name=NP_414542.1;Ontology_term=GO:0009088;gbkey=CDS;gene=thrL;go_process=threonine biosynthetic process|0009088||;product=thr operon leader peptide;protein_id=NP_414542.1;transl_table=11	
thrA_0	NC_000913.3	+	326	337	-10	ID=cds1;Parent=gene1;Dbxref=ASAP:ABE-0000008,UniProtKB/Swiss-Prot:P00561,Genbank:NP_414543.1,EcoGene:EG10998,GeneID:945803;Name=NP_414543.1;Note=bifunctional: aspartokinase I (N-terminal)%3B homoserine dehydrogenase I (C-terminal);Ontology_term=GO:0005737,GO:0009088,GO:0009086,GO:0009090;experiment=N-terminus verified by Edman degradation: PMID 354697%2C4562989;gbkey=CDS;gene=thrA;go_component=cytoplasm|0005737||;go_process=threonine biosynthetic process|0009088||,methionine biosynthetic process|0009086||,homoserine biosynthetic process|0009090||;product=Bifunctional aspartokinase/homoserine dehydrogenase 1;protein_id=NP_414543.1;transl_table=11	
thrA_1	NC_000913.3	+	327	337	-9	ID=cds1;Parent=gene1;Dbxref=ASAP:ABE-0000008,UniProtKB/Swiss-Prot:P00561,Genbank:NP_414543.1,EcoGene:EG10998,GeneID:945803;Name=NP_414543.1;Note=bifunctional: aspartokinase I (N-terminal)%3B homoserine dehydrogenase I (C-terminal);Ontology_term=GO:0005737,GO:0009088,GO:0009086,GO:0009090;experiment=N-terminus verified by Edman degradation: PMID 354697%2C4562989;gbkey=CDS;gene=thrA;go_component=cytoplasm|0005737||;go_process=threonine biosynthetic process|0009088||,methionine biosynthetic process|0009086||,homoserine biosynthetic process|0009090||;product=Bifunctional aspartokinase/homoserine dehydrogenase 1;protein_id=NP_414543.1;transl_table=11	
thrA_1.rev	NC_000913.3	+	327	337	-9	ID=cds1;Parent=gene1;Dbxref=ASAP:ABE-0000008,UniProtKB/Swiss-Prot:P00561,Genbank:NP_414543.1,EcoGene:EG10998,GeneID:945803;Name=NP_414543.1;Note=bifunctional: aspartokinase I (N-terminal)%3B homoserine dehydrogenase I (C-terminal);Ontology_term=GO:0005737,GO:0009088,GO:0009086,GO:0009090;experiment=N-terminus verified by Edman degradation: PMID 354697%2C4562989;gbkey=CDS;gene=thrA;go_component=cytoplasm|0005737||;go_process=threonine biosynthetic process|0009088||,methionine biosynthetic process|0009086||,homoserine biosynthetic process|0009090||;product=Bifunctional aspartokinase/homoserine dehydrogenase 1;protein_id=NP_414543.1;transl_table=11	
thrA_2	NC_000913.3	+	328	337	-8	ID=cds1;Parent=gene1;Dbxref=ASAP:ABE-0000008,UniProtKB/Swiss-Prot:P00561,Genbank:NP_414543.1,EcoGene:EG10998,GeneID:945803;Name=NP_414543.1;Note=bifunctional: aspartokinase I (N-terminal)%3B homoserine dehydrogenase I (C-terminal);Ontology_term=GO:0005737,GO:0009088,GO:0009086,GO:0009090;experiment=N-terminus verified by Edman degradation: PMID 354697%2C4562989;gbkey=CDS;gene=thrA;go_component=cytoplasm|0005737||;go_process=threonine biosynthetic process|0009088||,methionine biosynthetic process|0009086||,homoserine biosynthetic process|0009090||;product=Bifunctional aspartokinase/homoserine dehydrogenase 1;protein_id=NP_414543.1;transl_table=11	
thrA_3	NC_000913.3	+	329	337	-7	ID=cds1;Parent=gene1;Dbxref=ASAP:ABE-0000008,UniProtKB/Swiss-Prot:P00561,Genbank:NP_414543.1,EcoGene:EG10998,GeneID:945803;Name=NP_414543.1;Note=bifunctional: aspartokinase I (N-terminal)%3B homoserine dehydrogenase I (C-terminal);Ontology_term=GO:0005737,GO:0009088,GO:0009086,GO:0009090;experiment=N-terminus verified by Edman degradation: PMID 354697%2C4562989;gbkey=CDS;gene=thrA;go_component=cytoplasm|0005737||;go_process=threonine biosynthetic process|0009088||,methionine biosynthetic process|0009086||,homoserine biosynthetic process|0009090||;product=Bifunctional aspartokinase/homoserine dehydrogenase 1;protein_id=NP_414543.1;transl_table=11	
thrA_4	NC_000913.3	+	330	337	-6	ID=cds1;Parent=gene1;Dbxref=ASAP:ABE-0000008,UniProtKB/Swiss-Prot:P00561,Genbank:NP_414543.1,EcoGene:EG10998,GeneID:945803;Name=NP_414543.1;Note=bifunctional: aspartokinase I (N-terminal)%3B homoserine dehydrogenase I (C-terminal);Ontology_term=GO:0005737,GO:0009088,GO:0009086,GO:0009090;experiment=N-terminus verified by Edman degradation: PMID 354697%2C4562989;gbkey=CDS;gene=thrA;go_component=cytoplasm|0005737||;go_process=threonine biosynthetic process|0009088||,methionine biosynthetic process|0009086||,homoserine biosynthetic process|0009090||;product=Bifunctional aspartokinase/homoserine dehydrogenase 1;protein_id=NP_414543.1;transl_table=11	
thrA_5	NC_000913.3	+	331	337	-5	ID=cds1;Parent=gene1;Dbxref=ASAP:ABE-0000008,UniProtKB/Swiss-Prot:P00561,Genbank:NP_414543.1,EcoGene:EG10998,GeneID:945803;Name=NP_414543.1;Note=bifunctional: aspartokinase I (N-terminal)%3B homoserine dehydrogenase I (C-terminal);Ontology_term=GO:0005737,GO:0009088,GO:0009086,GO:0009090;experiment=N-terminus verified by Edman degradation: PMID 354697%2C4562989;gbkey=CDS;gene=thrA;go_component=cytoplasm|0005737||;go_process=threonine biosynthetic process|0009088||,methionine biosynthetic process|0009086||,homoserine biosynthetic process|0009090||;product=Bifunctional aspartokinase/homoserine dehydrogenase 1;protein_id=NP_414543.1;transl_table=11	
thrA_6	NC_000913.3	+	332	337	-4	ID=cds1;Parent=gene1;Dbxref=ASAP:ABE-0000008,UniProtKB/Swiss-Prot:P00561,Genbank:NP_414543.1,EcoGene:EG10998,GeneID:945803;Name=NP_414543.1;Note=bifunctional: aspartokinase I (N-terminal)%3B homoserine dehydrogenase I (C-terminal);Ontology_term=GO:0005737,GO:0009088,GO:0009086,GO:0009090;experiment=N-terminus verified by Edman degradation: PMID 354697%2C4562989;gbkey=CDS;gene=thrA;go_component=cytoplasm|0005737||;go_process=threonine biosynthetic process|0009088||,methionine biosynthetic process|0009086||,homoserine biosynthetic process|0009090||;product=Bifunctional aspartokinase/homoserine dehydrogenase 1;protein_id=NP_414543.1;transl_table=11	
thrA_7	NC_000913.3	+	333	337	-3	ID=cds1;Parent=gene1;Dbxref=ASAP:ABE-0000008,UniProtKB/Swiss-Prot:P00561,Genbank:NP_414543.1,EcoGene:EG10998,GeneID:945803;Name=NP_414543.1;Note=bifunctional: aspartokinase I (N-terminal)%3B homoserine dehydrogenase I (C-terminal);Ontology_term=GO:0005737,GO:0009088,GO:0009086,GO:0009090;experiment=N-terminus verified by Edman degradation: PMID 354697%2C4562989;gbkey=CDS;gene=thrA;go_component=cytoplasm|0005737||;go_process=threonine biosynthetic process|0009088||,methionine biosynthetic process|0009086||,homoserine biosynthetic process|0009090||;product=Bifunctional aspartokinase/homoserine dehydrogenase 1;protein_id=NP_414543.1;transl_table=11	
thrA_8	NC_000913.3	+	334	337	-2	ID=cds1;Parent=gene1;Dbxref=ASAP:ABE-0000008,UniProtKB/Swiss-Prot:P00561,Genbank:NP_414543.1,EcoGene:EG10998,GeneID:945803;Name=NP_414543.1;Note=bifunctional: aspartokinase I (N-terminal)%3B homoserine dehydrogenase I (C-terminal);Ontology_term=GO:0005737,GO:0009088,GO:0009086,GO:0009090;experiment=N-terminus verified by Edman degradation: PMID 354697%2C4562989;gbkey=CDS;gene=thrA;go_component=cytoplasm|0005737||;go_process=threonine biosynthetic process|0009088||,methionine biosynthetic process|0009086||,homoserine biosynthetic process|0009090||;product=Bifunctional aspartokinase/homoserine dehydrogenase 1;protein_id=NP_414543.1;transl_table=11	
thrA_9	NC_000913.3	+	335	337	-1	ID=cds1;Parent=gene1;Dbxref=ASAP:ABE-0000008,UniProtKB/Swiss-Prot:P00561,Genbank:NP_414543.1,EcoGene:EG10998,GeneID:945803;Name=NP_414543.1;Note=bifunctional: aspartokinase I (N-terminal)%3B homoserine dehydrogenase I (C-terminal);Ontology_term=GO:0005737,GO:0009088,GO:0009086,GO:0009090;experiment=N-terminus verified by Edman degradation: PMID 354697%2C4562989;gbkey=CDS;gene=thrA;go_component=cytoplasm|0005737||;go_process=threonine biosynthetic process|0009088||,methionine biosynthetic process|0009086||,homoserine biosynthetic process|0009090||;product=Bifunctional aspartokinase/homoserine dehydrogenase 1;protein_id=NP_414543.1;transl_table=11	
thrA_10	NC_000913.3	+	336	337	0	ID=cds1;Parent=gene1;Dbxref=ASAP:ABE-0000008,UniProtKB/Swiss-Prot:P00561,Genbank:NP_414543.1,EcoGene:EG10998,GeneID:945803;Name=NP_414543.1;Note=bifunctional: aspartokinase I (N-terminal)%3B homoserine dehydrogenase I (C-terminal);Ontology_term=GO:0005737,GO:0009088,GO:0009086,GO:0009090;experiment=N-terminus verified by Edman degradation: PMID 354697%2C4562989;gbkey=CDS;gene=thrA;go_component=cytoplasm|0005737||;go_process=threonine biosynthetic process|0009088||,methionine biosynthetic process|0009086||,homoserine biosynthetic process|0009090||;product=Bifunctional aspartokinase/homoserine dehydrogenase 1;protein_id=NP_414543.1;transl_table=11	
thrB_0	NC_000913.3	+	2790	2801	-10	ID=cds2;Parent=gene2;Dbxref=ASAP:ABE-0000010,UniProtKB/Swiss-Prot:P00547,Genbank:NP_414544.1,EcoGene:EG10999,GeneID:947498;Name=NP_414544.1;Ontology_term=GO:0005737,GO:0009088;gbkey=CDS;gene=thrB;go_component=cytoplasm|0005737||;go_process=threonine biosynthetic process|0009088||;product=homoserine kinase;protein_id=NP_414544.1;transl_table=11	
thrB_1	NC_000913.3	+	2791	2801	-9	ID=cds2;Parent=gene2;Dbxref=ASAP:ABE-0000010,UniProtKB/Swiss-Prot:P00547,Genbank:NP_414544.1,EcoGene:EG10999,GeneID:947498;Name=NP_414544.1;Ontology_term=GO:0005737,GO:0009088;gbkey=CDS;gene=thrB;go_component=cytoplasm|0005737||;go_process=threonine biosynthetic process|0009088||;product=homoserine kinase;protein_id=NP_414544.1;transl_table=11	
thrB_2	NC_000913.3	+	2792	2801	-8	ID=cds2;Parent=gene2;Dbxref=ASAP:ABE-0000010,UniProtKB/Swiss-Prot:P00547,Genbank:NP_414544.1,EcoGene:EG10999,GeneID:947498;Name=NP_414544.1;Ontology_term=GO:0005737,GO:0009088;gbkey=CDS;gene=thrB;go_component=cytoplasm|0005737||;go_process=threonine biosynthetic process|0009088||;product=homoserine kinase;protein_id=NP_414544.1;transl_table=11	
thrB_3	NC_000913.3	+	2793	2801	-7	ID=cds2;Parent=gene2;Dbxref=ASAP:ABE-0000010,UniProtKB/Swiss-Prot:P00547,Genbank:NP_414544.1,EcoGene:EG10999,GeneID:947498;Name=NP_414544.1;Ontology_term=GO:0005737,GO:0009088;gbkey=CDS;gene=thrB;go_component=cytoplasm|0005737||;go_process=threonine biosynthetic process|0009088||;product=homoserine kinase;protein_id=NP_414544.1;transl_table=11	
thrB_4	NC_000913.3	+	2794	2801	-6	ID=cds2;Parent=gene2;Dbxref=ASAP:ABE-0000010,UniProtKB/Swiss-Prot:P00547,Genbank:NP_414544.1,EcoGene:EG10999,GeneID:947498;Name=NP_414544.1;Ontology_term=GO:0005737,GO:0009088;gbkey=CDS;gene=thrB;go_component=cytoplasm|0005737||;go_process=threonine biosynthetic process|0009088||;product=homoserine kinase;protein_id=NP_414544.1;transl_table=11	
thrB_5	NC_000913.3	+	2795	2801	-5	ID=cds2;Parent=gene2;Dbxref=ASAP:ABE-0000010,UniProtKB/Swiss-Prot:P00547,Genbank:NP_414544.1,EcoGene:EG10999,GeneID:947498;Name=NP_414544.1;Ontology_term=GO:0005737,GO:0009088;gbkey=CDS;gene=thrB;go_component=cytoplasm|0005737||;go_process=threonine biosynthetic process|0009088||;product=homoserine kinase;protein_id=NP_414544.1;transl_table=11	
thrB_6	NC_000913.3	+	2796	2801	-4	ID=cds2;Parent=gene2;Dbxref=ASAP:ABE-0000010,UniProtKB/Swiss-Prot:P00547,Genbank:NP_414544.1,EcoGene:EG10999,GeneID:947498;Name=NP_414544.1;Ontology_term=GO:0005737,GO:0009088;gbkey=CDS;gene=thrB;go_component=cytoplasm|0005737||;go_process=threonine biosynthetic process|0009088||;product=homoserine kinase;protein_id=NP_414544.1;transl_table=11	
thrB_7	NC_000913.3	+	2797	2801	-3	ID=cds2;Parent=gene2;Dbxref=ASAP:ABE-0000010,UniProtKB/Swiss-Prot:P00547,Genbank:NP_414544.1,EcoGene:EG10999,GeneID:947498;Name=NP_414544.1;Ontology_term=GO:0005737,GO:0009088;gbkey=CDS;gene=thrB;go_component=cytoplasm|0005737||;go_process=threonine biosynthetic process|0009088||;product=homoserine kinase;protein_id=NP_414544.1;transl_table=11	
thrB_8	NC_000913.3	+	2798	2801	-2	ID=cds2;Parent=gene2;Dbxref=ASAP:ABE-0000010,UniProtKB/Swiss-Prot:P00547,Genbank:NP_414544.1,EcoGene:EG10999,GeneID:947498;Name=NP_414544.1;Ontology_term=GO:0005737,GO:0009088;gbkey=CDS;gene=thrB;go_component=cytoplasm|0005737||;go_process=threonine biosynthetic process|0009088||;product=homoserine kinase;protein_id=NP_414544.1;transl_table=11	
thrB_9	NC_000913.3	+	2799	2801	-1	ID=cds2;Parent=gene2;Dbxref=ASAP:ABE-0000010,UniProtKB/Swiss-Prot:P00547,Genbank:NP_414544.1,EcoGene:EG10999,GeneID:947498;Name=NP_414544.1;Ontology_term=GO:0005737,GO:0009088;gbkey=CDS;gene=thrB;go_component=cytoplasm|0005737||;go_process=threonine biosynthetic process|0009088||;product=homoserine kinase;protein_id=NP_414544.1;transl_table=11	
thrB_10	NC_000913.3	+	2800	2801	0	ID=cds2;Parent=gene2;Dbxref=ASAP:ABE-0000010,UniProtKB/Swiss-Prot:P00547,Genbank:NP_414544.1,EcoGene:EG10999,GeneID:947498;Name=NP_414544.1;Ontology_term=GO:0005737,GO:0009088;gbkey=CDS;gene=thrB;go_component=cytoplasm|0005737||;go_process=threonine biosynthetic process|0009088||;product=homoserine kinase;protein_id=NP_414544.1;transl_table=11	
thrC_0	NC_000913.3	+	3723	3734	-10	ID=cds3;Parent=gene3;Dbxref=ASAP:ABE-0000012,UniProtKB/Swiss-Prot:P00934,Genbank:NP_414545.1,EcoGene:EG11000,GeneID:945198;Name=NP_414545.1;Ontology_term=GO:0005737,GO:0009088;experiment=N-terminus verified by Edman degradation: PMID 9298646%2C9600841%2C9740056;gbkey=CDS;gene=thrC;go_component=cytoplasm|0005737||;go_process=threonine biosynthetic process|0009088||;product=L-threonine synthase;protein_id=NP_414545.1;transl_table=11	
thrC_1	NC_000913.3	+	3724	3734	-9	ID=cds3;Parent=gene3;Dbxref=ASAP:ABE-0000012,UniProtKB/Swiss-Prot:P00934,Genbank:NP_414545.1,EcoGene:EG11000,GeneID:945198;Name=NP_414545.1;Ontology_term=GO:0005737,GO:0009088;experiment=N-terminus verified by Edman degradation: PMID 9298646%2C9600841%2C9740056;gbkey=CDS;gene=thrC;go_component=cytoplasm|0005737||;go_process=threonine biosynthetic process|0009088||;product=L-threonine synthase;protein_id=NP_414545.1;transl_table=11	
thrC_2	NC_000913.3	+	3725	3734	-8	ID=cds3;Parent=gene3;Dbxref=ASAP:ABE-0000012,UniProtKB/Swiss-Prot:P00934,Genbank:NP_414545.1,EcoGene:EG11000,GeneID:945198;Name=NP_414545.1;Ontology_term=GO:0005737,GO:0009088;experiment=N-terminus verified by Edman degradation: PMID 9298646%2C9600841%2C9740056;gbkey=CDS;gene=thrC;go_component=cytoplasm|0005737||;go_process=threonine biosynthetic process|0009088||;product=L-threonine synthase;protein_id=NP_414545.1;transl_table=11	
thrC_3	NC_000913.3	+	3726	3734	-7	ID=cds3;Parent=gene3;Dbxref=ASAP:ABE-0000012,UniProtKB/Swiss-Prot:P00934,Genbank:NP_414545.1,EcoGene:EG11000,GeneID:945198;Name=NP_414545.1;Ontology_term=GO:0005737,GO:0009088;experiment=N-terminus verified by Edman degradation: PMID 9298646%2C9600841%2C9740056;gbkey=CDS;gene=thrC;go_component=cytoplasm|0005737||;go_process=threonine biosynthetic process|0009088||;product=L-threonine synthase;protein_id=NP_414545.1;transl_table=11	
thrC_4	NC_000913.3	+	3727	3734	-6	ID=cds3;Parent=gene3;Dbxref=ASAP:ABE-0000012,UniProtKB/Swiss-Prot:P00934,Genbank:NP_414545.1,EcoGene:EG11000,GeneID:945198;Name=NP_414545.1;Ontology_term=GO:0005737,GO:0009088;experiment=N-terminus verified by Edman degradation: PMID 9298646%2C9600841%2C9740056;gbkey=CDS;gene=thrC;go_component=cytoplasm|0005737||;go_process=threonine biosynthetic process|0009088||;product=L-threonine synthase;protein_id=NP_414545.1;transl_table=11	
thrC_5	NC_000913.3	+	3728	3734	-5	ID=cds3;Parent=gene3;Dbxref=ASAP:ABE-0000012,UniProtKB/Swiss-Prot:P00934,Genbank:NP_414545.1,EcoGene:EG11000,GeneID:945198;Name=NP_414545.1;Ontology_term=GO:0005737,GO:0009088;experiment=N-terminus verified by Edman degradation: PMID 9298646%2C9600841%2C9740056;gbkey=CDS;gene=thrC;go_component=cytoplasm|0005737||;go_process=threonine biosynthetic process|0009088||;product=L-threonine synthase;protein_id=NP_414545.1;transl_table=11	
thrC_6	NC_000913.3	+	3729	3734	-4	ID=cds3;Parent=gene3;Dbxref=ASAP:ABE-0000012,UniProtKB/Swiss-Prot:P00934,Genbank:NP_414545.1,EcoGene:EG11000,GeneID:945198;Name=NP_414545.1;Ontology_term=GO:0005737,GO:0009088;experiment=N-terminus verified by Edman degradation: PMID 9298646%2C9600841%2C9740056;gbkey=CDS;gene=thrC;go_component=cytoplasm|0005737||;go_process=threonine biosynthetic process|0009088||;product=L-threonine synthase;protein_id=NP_414545.1;transl_table=11	
thrC_7	NC_000913.3	+	3730	3734	-3	ID=cds3;Parent=gene3;Dbxref=ASAP:ABE-0000012,UniProtKB/Swiss-Prot:P00934,Genbank:NP_414545.1,EcoGene:EG11000,GeneID:945198;Name=NP_414545.1;Ontology_term=GO:0005737,GO:0009088;experiment=N-terminus verified by Edman degradation: PMID 9298646%2C9600841%2C9740056;gbkey=CDS;gene=thrC;go_component=cytoplasm|0005737||;go_process=threonine biosynthetic process|0009088||;product=L-threonine synthase;protein_id=NP_414545.1;transl_table=11	
thrC_8	NC_000913.3	+	3731	3734	-2	ID=cds3;Parent=gene3;Dbxref=ASAP:ABE-0000012,UniProtKB/Swiss-Prot:P00934,Genbank:NP_414545.1,EcoGene:EG11000,GeneID:945198;Name=NP_414545.1;Ontology_term=GO:0005737,GO:0009088;experiment=N-terminus verified by Edman degradation: PMID 9298646%2C9600841%2C9740056;gbkey=CDS;gene=thrC;go_component=cytoplasm|0005737||;go_process=threonine biosynthetic process|0009088||;product=L-threonine synthase;protein_id=NP_414545.1;transl_table=11	
thrC_9	NC_000913.3	+	3732	3734	-1	ID=cds3;Parent=gene3;Dbxref=ASAP:ABE-0000012,UniProtKB/Swiss-Prot:P00934,Genbank:NP_414545.1,EcoGene:EG11000,GeneID:945198;Name=NP_414545.1;Ontology_term=GO:0005737,GO:0009088;experiment=N-terminus verified by Edman degradation: PMID 9298646%2C9600841%2C9740056;gbkey=CDS;gene=thrC;go_component=cytoplasm|0005737||;go_process=threonine biosynthetic process|0009088||;product=L-threonine synthase;protein_id=NP_414545.1;transl_table=11	
thrC_10	NC_000913.3	+	3733	3734	0	ID=cds3;Parent=gene3;Dbxref=ASAP:ABE-0000012,UniProtKB/Swiss-Prot:P00934,Genbank:NP_414545.1,EcoGene:EG11000,GeneID:945198;Name=NP_414545.1;Ontology_term=GO:0005737,GO:0009088;experiment=N-terminus verified by Edman degradation: PMID 9298646%2C9600841%2C9740056;gbkey=CDS;gene=thrC;go_component=cytoplasm|0005737||;go_process=threonine biosynthetic process|0009088||;product=L-threonine synthase;protein_id=NP_414545.1;transl_table=11	
yaaX_0	NC_000913.3	+	5223	5234	-10	ID=cds4;Parent=gene4;Dbxref=ASAP:ABE-0000015,UniProtKB/Swiss-Prot:P75616,Genbank:NP_414546.1,EcoGene:EG14384,GeneID:944747;Name=NP_414546.1;gbkey=CDS;gene=yaaX;product=DUF2502 family putative periplasmic protein;protein_id=NP_414546.1;transl_table=11	
yaaX_1	NC_000913.3	+	5224	5234	-9	ID=cds4;Parent=gene4;Dbxref=ASAP:ABE-0000015,UniProtKB/Swiss-Prot:P75616,Genbank:NP_414546.1,EcoGene:EG14384,GeneID:944747;Name=NP_414546.1;gbkey=CDS;gene=yaaX;product=DUF2502 family putative periplasmic protein;protein_id=NP_414546.1;transl_table=11	
yaaX_2	NC_000913.3	+	5225	5234	-8	ID=cds4;Parent=gene4;Dbxref=ASAP:ABE-0000015,UniProtKB/Swiss-Prot:P75616,Genbank:NP_414546.1,EcoGene:EG14384,GeneID:944747;Name=NP_414546.1;gbkey=CDS;gene=yaaX;product=DUF2502 family putative periplasmic protein;protein_id=NP_414546.1;transl_table=11	
yaaX_3	NC_000913.3	+	5226	5234	-7	ID=cds4;Parent=gene4;Dbxref=ASAP:ABE-0000015,UniProtKB/Swiss-Prot:P75616,Genbank:NP_414546.1,EcoGene:EG14384,GeneID:944747;Name=NP_414546.1;gbkey=CDS;gene=yaaX;product=DUF2502 family putative periplasmic protein;protein_id=NP_414546.1;transl_table=11	
yaaX_4	NC_000913.3	+	5227	5234	-6	ID=cds4;Parent=gene4;Dbxref=ASAP:ABE-0000015,UniProtKB/Swiss-Prot:P75616,Genbank:NP_414546.1,EcoGene:EG14384,GeneID:944747;Name=NP_414546.1;gbkey=CDS;gene=yaaX;product=DUF2502 family putative periplasmic protein;protein_id=NP_414546.1;transl_table=11	
yaaX_5	NC_000913.3	+	5228	5234	-5	ID=cds4;Parent=gene4;Dbxref=ASAP:ABE-0000015,UniProtKB/Swiss-Prot:P75616,Genbank:NP_414546.1,EcoGene:EG14384,GeneID:944747;Name=NP_414546.1;gbkey=CDS;gene=yaaX;product=DUF2502 family putative periplasmic protein;protein_id=NP_414546.1;transl_table=11	
yaaX_6	NC_000913.3	+	5229	5234	-4	ID=cds4;Parent=gene4;Dbxref=ASAP:ABE-0000015,UniProtKB/Swiss-Prot:P75616,Genbank:NP_414546.1,EcoGene:EG14384,GeneID:944747;Name=NP_414546.1;gbkey=CDS;gene=yaaX;product=DUF2502 family putative periplasmic protein;protein_id=NP_414546.1;transl_table=11	
yaaX_7	NC_000913.3	+	5230	5234	-3	ID=cds4;Parent=gene4;Dbxref=ASAP:ABE-0000015,UniProtKB/Swiss-Prot:P75616,Genbank:NP_414546.1,EcoGene:EG14384,GeneID:944747;Name=NP_414546.1;gbkey=CDS;gene=yaaX;product=DUF2502 family putative periplasmic protein;protein_id=NP_414546.1;transl_table=11	
yaaX_8	NC_000913.3	+	5231	5234	-2	ID=cds4;Parent=gene4;Dbxref=ASAP:ABE-0000015,UniProtKB/Swiss-Prot:P75616,Genbank:NP_414546.1,EcoGene:EG14384,GeneID:944747;Name=NP_414546.1;gbkey=CDS;gene=yaaX;product=DUF2502 family putative periplasmic protein;protein_id=NP_414546.1;transl_table=11	
yaaX_9	NC_000913.3	+	5232	5234	-1	ID=cds4;Parent=gene4;Dbxref=ASAP:ABE-0000015,UniProtKB/Swiss-Prot:P75616,Genbank:NP_414546.1,EcoGene:EG14384,GeneID:944747;Name=NP_414546.1;gbkey=CDS;gene=yaaX;product=DUF2502 family putative periplasmic protein;protein_id=NP_414546.1;transl_table=11	
